ID,NOME AUTORE,URL ULAN O ID AUTORE NON ULAN,RIF. AUTORE,AMBITO CULTURALE,MOTIVAZIONE ATTRIBUZIONE,ALTRE ATTRIBUZIONI: NOME,ALTRE ATTRIBUZIONI: URL ULAN O ID NON ULAN,ALTRE ATTRIBUZIONI: RIF. AUTORE,ALTRE ATTRIBUZIONI: AMBITO CULTURALE,ALTRE ATTRIBUZIONI: MOTIVAZIONE ATTRIBUZIONE,OGGETTO DEFINIZIONE,OGGETTO IDENTIFICAZIONE,OGGETTO CATEGORIA,SOGGETTO,DENOMINAZIONE TRADIZIONALE,TECNICA,LAVORAZIONE,DESCRIZIONE,MISURE,LOCALIZZAZIONE PROVINCIA,LOCALIZZAZIONE COMUNE,URL GEONAMES,LUOGO CONTENITORE,LOCALIZZAZIONE SPECIFICA,LOCALIZZAZIONI PRECEDENTI: TIPO,LOCALIZZAZIONI PRECEDENTI: PROVINCIA,LOCALIZZAZIONI PRECEDENTI: COMUNE,LOCALIZZAZIONI PRECEDENTI: URL GEONAMES,LOCALIZZAZIONI PRECEDENTI: CONTENITORE,LOCALIZZAZIONI PRECEDENTI: SPECIFICA,LOCALIZZAZIONI PRECEDENTI: CRONOLOGIA,COMMISSIONE,DATAZIONE DA,DATAZIONE A,NOTIZIE STORICO CRITICHE,STATO DI CONSERVAZIONE,RESTAURI,OGGETTI IN RELAZIONE,BIBLIOGRAFIA
131,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,rilievo,,rilievo,Profeta,,terracotta modellata,,Il rilievo mostra un Profeta barbuto e con i capelli lunghi che indossa un turbante e trattiene un cartiglio con la mano sinistra mentre solleva la destra,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro piccolo (lato Sud),,,,,,,,,1465,1464,Come ha dimostrato Matteo Facchi il Profeta è stato modellato da Rinaldo de Staulis,La terracotta ha perduto la cromia ma è in buono stato di conservazione,,,"AP7, 66"
132,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,rilievo,,rilievo,Profeta,,terracotta modellata,,Il rilievo mostra un Profeta barbuto con un copricapo che trattiene con entrambe le mani un cartiglio,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro piccolo (lato Ovest),,,,,,,,,1465,1464,Come ha dimostrato Matteo Facchi il Profeta è stato modellato da Rinaldo de Staulis,La terracotta ha perduto la cromia e presenta rotture nel copricapo,,,"AP7, 66"
133,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,rilievo,,rilievo,Profeta,,terracotta modellata,,Il rilievo mostra un Profeta calvo e barbuto intento a leggere un libro,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro piccolo (lato Ovest),,,,,,,,,1465,1464,Come ha dimostrato Matteo Facchi il Profeta è stato modellato da Rinaldo de Staulis,La terracotta ha perduto la cromia e risulta dilavata nella porzione sommitale della testa del Profeta,,,"AP7, 66"
134,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,rilievo,,rilievo,Profeta,,terracotta modellata,,Il rilievo mostra un Profeta barbuto e velato che trattiene con la mano sinistra un cartiglio,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro piccolo (lato Ovest),,,,,,,,,1465,1464,Come ha dimostrato Matteo Facchi il Profeta è stato modellato da Rinaldo de Staulis,La terracotta ha perduto la cromia e la mano destra del Profeta è frammentaria,,,"AP7, 66"
135,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,rilievo,,rilievo,Profeta,,terracotta modellata,,Il rilievo mostra un Profeta barbuto,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro piccolo (lato Ovest),,,,,,,,,1465,1464,Come ha dimostrato Matteo Facchi il Profeta è stato modellato da Rinaldo de Staulis,La terracotta ha perduto la cromia ed è andata perduta la parte inferiore della composizione,,,"AP7, 66"
136,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,rilievo,,rilievo,Profeta,,terracotta modellata,,Il rilievo mostra un Profeta barbuto e velato intento a contare con le dita,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro piccolo (lato Ovest),,,,,,,,,1465,1464,Come ha dimostrato Matteo Facchi il Profeta è stato modellato da Rinaldo de Staulis,La terracotta ha perduto la cromia ma è in buono stato di conservazione. Solo alcune dita della mano destra del Profeta sono andate perdute,,,"AP7, 66"
137,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,rilievo,,rilievo,Profeta,,terracotta modellata,,Il rilievo mostra un Profeta barbuto e velato che trattiene un cartiglio tra le mani,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro piccolo (lato Ovest),,,,,,,,,1465,1464,Come ha dimostrato Matteo Facchi il Profeta è stato modellato da Rinaldo de Staulis,La terracotta ha perduto la cromia ma è in buono stato di conservazione. Solo alcune dita della mano destra del Profeta sono andate perdute,,,"AP7, 66"
138,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (SC3),,,,,,rilievo,,rilievo,Testa d'uomo,,terracotta modellata,,"Il rilievo mostra una testa virile dalla forte espressività: le orbite profondamente infossate, gli zigomi molto marcati, la rete di rughe che solca il viso, lo sguardo tra pensoso e altero, il labbro incurvato in un’indecifrabile smorfia – forse un principio di sorriso – descrivono, senza cadere nel buffonesco o nel caricaturale, il volto di un uomo che ha vissuto molto intensamente",cm. 64,,,,,collezione privata,O,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Palazzo Fodri,facciata,1930,,1490,1500,"Come ha ricostruito Aldo Galli questa testa virile riferibile ad Agostino de Fondulis proviene da Palazzo Fodri a Cremona. Oggi sulla facciata dell'edificio campeggiano sette teste (quattro maschili e due femminili) racchiuse entro ghirlande di foglie e frutta. Purtroppo, nel 1930, nel corso di un restauro affidato a Dante Ruffini, nipote e allievo del celebre falsario Alceo Dossena, le teste furono sostituite da calchi lasciando silenziosamente il Palazzo (anche quelle presenti sotto le arcate del cortile porticato sono infatti copie). ",La terracotta ha perduto la cromia ma è in discreto stato di conservazione,,Decorazioni di Palazzo Fodri a Cremona,"SC3, 6-17"
139,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (M3),,,,,,fregio,serie,rilievo,Scene mitologiche e profili all'antica,,terracotta a stampo,,"Il rilievo mostra tre scene mitologiche (una con centauri e donne trattenute da uomini, una con fanciulle che cavalcano tritoni e una con un corteo di divinità marine musicanti) intervallate da profili all'antica inseriti in ghirlande. La sequenza si ripete più volte",da verificare,PC,Piacenza,https://www.geonames.org/3171058/piacenza.html,Palazzo Landi,facciata,,,,,,,,,1484,1484,"Un contratto stipulato il 18 febbraio 1484 impegnava Giovanni Battagio e Agostino de Fondulis a ornare la facciata del palazzo del conte Manfredo Landi. I due artisti si impegnarono a completare il lavoro entro il mese di novembre dello stesso anno. La critica è concorde nell'assegnare allo scultore cremasco la realizzazione delle decorazioni fittili. Alcuni degli stampi utilizzati per questo cantiere sono stati reimpiegati in altri contesti come: -Milano, Museo d'arte antica (rilievi provenienti da Palazzo Trecchi)
-Cremona, Museo Civico Ala Ponzone (frammenti di scene mitologiche e profili all’antica)
-Cremona, Palazzo Fodri (la scena coi centauri)",La decorazione risulta assai lacunosa e dilavata in più punti,,Decorazioni di Palazzo Landi a Piacenza,"M30, 252; M3, 167"
140,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (M3),,,,,,fregio,serie,rilievo,Teoria di tritoni e girali vegetali,,terracotta a stampo,,Il rilievo mostra ghirlande intervallate da tritoni dalle cui code emergono intricati girali vegetali. La sequenza si ripete più volte,da verificare,PC,Piacenza,https://www.geonames.org/3171058/piacenza.html,Palazzo Landi,cortile interno,,,,,,,,,1484,1484,Un contratto stipulato il 18 febbraio 1484 impegnava Giovanni Battagio e Agostino de Fondulis a ornare la facciata del palazzo del conte Manfredo Landi. I due artisti si impegnarono a completare il lavoro entro il mese di novembre dello stesso anno. La critica è concorde nell'assegnare allo scultore cremasco anche la realizzazione delle decorazioni del cortile interno,La decorazione risulta in parte lacunosa,,Decorazioni di Palazzo Landi a Piacenza,"M30, 253; M3, 94-97"
141,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (M3),,,,,,fregio,serie,rilievo,Zuffa degli dèi marini e profili all'antica,,terracotta a stampo,,"Il rilievo mostra ghirlande che dovevano ospitare profili all'antica, intervallate da una zuffa tra divinità marine. La sequenza si ripete più volte ",da verificare,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Palazzo Fodri,facciata,,,,,,,,,1488,1493,"Il Palazzo fu commissionato da Benedetto Fodri tra il 1488 e il 1493. I documenti menzionano i diversi artisti coinvolti ma non Agostino de Fondulis a cui comunque la critica riferisce le decorazioni fittili per le stringenti affinità con quelle di Palazzo Landi a Piacenza. Alcuni degli stampi utilizzati per questa decorazione sono stati reimpiegati in altri contesti come: -Lodi, Palazzo Mozzanica
-Cremona, Palazzo Ugolani",La decorazione presenta alcune rotture,,Decorazioni di Palazzo Fodri a Cremona,"M3, 170"
142,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (M3),,,,,,fregio,serie,rilievo,Scene mitologiche,,terracotta a stampo,,,da verificare,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Palazzo Fodri,cortile interno,,,,,,,,,1488,1493,"Il Palazzo fu commissionato da Benedetto Fodri tra il 1488 e il 1493. I documenti menzionano i diversi artisti coinvolti ma non Agostino de Fondulis a cui comunque la critica riferisce le decorazioni fittili per le stringenti affinità con quelle di Palazzo Landi a Piacenza. Alcuni degli stampi utilizzati per questa decorazione sono stati reimpiegati in altri contesti, infatti si trovano a: -Cremona, Palazzo Stanga Trecco (cortile)
-Cremona, Museo Civico Ala Ponzone 
-Milano, Museo d'arte antica",La decorazione presenta alcune rotture,,Decorazioni di Palazzo Fodri a Cremona,"M3, 170"
143,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (AM20),Bernardino Bocoli; Giovanni Pietro da Rho,http://vocab.getty.edu/page/ulan/500292676; http://vocab.getty.edu/page/ulan/500120142,,,Bibliografia (M4),fregio,serie,rilievo,"Elementi vegetali, sfingi e busti di frati carmelitani",,terracotta a stampo,policroma,Il rilievo mostra elementi vegetali intervallati da due sfingi affrontate che reggono una ghirlanda in cui sono inseriti busti di frati,da verificare,CR,Soncino,https://www.geonames.org/3166399/soncino.html,chiesa di Santa Maria delle Grazie,,,,,,,,,,1501,1515,"Nel 1501 fu posata la prima pietra della chiesa che fu eretta in una quindicina d'anni. Il fregio seriale è stato riferito ad Agostino de Fondulis. Alcuni degli stampi utilizzati per questa decorazione sono stati reimpiegati in altri contesti, infatti si trovano a: -Cremona, corso Vacchelli 60
-Cremona, Museo Civico Ala Ponzone (dal chiostro di San Bartolomeo)
-Milano, Musei d’arte antica (da palazzo Trecchi)
",La decorazione è in buono stato di conservazione,,,"AM20, 225; M4, 37-38"
144,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Seguace,"Scuola italiana, scuola lombarda, scuola cremasca",Bibliografia (M4),,,,,,fregio,serie,rilievo,Tritoni e nereidi,,terracotta a stampo,,"In questo fregio si ripete il tema di una coppia di tritoni con coda serpentina e gonnellino di fogliame guidati da una nereide, le redini nelle mani, i capelli al vento; le coppie sono spartite simmetricamente dall'annodamento delle code dei tritoni, fogliate e ritorte in fuori a voluta",da verificare,CR,Cremona,https://www.geonames.org/3177838/cremona.html,"via Aselli, 77",,,,,,,,,,1490,1510,"Alfredo Puerari ha riferito questa tipologia di fregio seriale ad un seguace meno dotato di Agostino de Fondulis. Alcuni degli stampi utilizzati per questa decorazione sono stati reimpiegati in altri contesti, infatti si trovano a: -Milano, Musei d’arte antica (da palazzo Trecchi)
-Crema (CR), collezione privata
-Sèvres, Manufacture et Musée nationaux
",,,,"M4, 44; AP29, 28-35"
145,Scultore lombardo,,,"Scuola italiana, scuola lombarda",Bibliografia (M4),,,,,,rilievo,,rilievo,Ritratto dell'imperatore Galba,,terracotta modellata,,"La terracotta circolare raffigura un medaglione con il profilo di un imperatore coronato d'alloro, rivolto verso destra. Dietro alla testa si legge l'iscrizione [Gal]BA e davanti al volto IMPE","cm 27,5",CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,,,,,,,,,1490,1500,"Alfredo Puerari ha riferito questo rilievo, donato al museo dai fratelli Carotta, alla cerchia di maestri che lavorarono alla Porta Stanga",Il rilievo presenta alcune rotture,,,"M4, 39"
146,Scultore lombardo,,,"Scuola italiana, scuola lombarda",,Antonio Mantegazza,http://vocab.getty.edu/page/ulan/500013245,Seguace,,Bibliografia (M4),frammento,,rilievo,Testa d'uomo,,terracotta modellata,,Il frammento mostra un volto virile di tre quarti con un'espressività caricata,"cm 16,6x15,6",CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,,,,,,,,,1490,1500,Alfredo Puerari ha riferito questo frammento a un seguace dei Mantegazza datandolo all'ultimo decennio del XV secolo,Il rilievo è in stato frammentario,,,"M4, 40"
147,Agostino de Fondulis,http://vocab.getty.edu/page/ulan/500005603,Bottega,"Scuola italiana, scuola lombarda, scuola cremasca",,Scultore lombardo,,,,Bibliografia (M4),fregio,serie,rilievo,Tritoni e stemmi,,terracotta a stampo,,Il fregio mostra due tritoni in pose speculari che sorreggono uno stemma. Dalle loro code emergono elementi vegetali che si intrecciato con dei candelabbri recanti le immagini araldiche di un toro e di un leone,cm 26x42,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,,,,,,,,,1490,1500,Alfredo Puerari ha riferito questo rilievo seriale a un maestro prossimo agli scultori che realizzarono la Porta Stanga. Lo stile della composizione può però ricordare altri fregi fittili ideati da Agostino de Fondulis,,,,"M4, 39"
148,Scultore lombardo,,,"Scuola italiana, scuola lombarda",,Giovanni Gaspare Pedoni,10,,,Bibliografia (M4),fregio,serie,rilievo,Arpie e capitelli,,terracotta a stampo,,Il fregio mostra due arpie affrontate separate da un capitello. Il motivo si ripete e tra le arpie fa da raccordo un nodo che stringe le loro code da cui emerge un cespo di foglie,da verificare,PR,Busseto,https://www.geonames.org/3181364/busseto.html,Palazzo Comunale Vecchio,,,,,,,,,,1490,1500,"Alfredo Puerari ha riferito questo rilievo seriale a Gian Gaspare Pedone per lo spirito classicheggiante confrontabile con i capitelli di Palazzo Raimondi e con il Camino del Municipio di Cremona. Il fregio ornamentale doveva essere arricchito da mensoloni a forma di arpia come quelli che sono stati rintracciati in stato frammentario da Kendra Tombini presso il Museo Civico Ala Ponzone di Cremona (proveninenti dalla demolizione di un fabbricato ad uso dellIstituto Manini). Le matrici con cui sono stati realizzati gli stampi sono state impiegate anche in altri contesti, si trovano infatti simili frammenti a: -Crema, Museo Civico (lascito Terni de Gregory)
-Milano, Museo d’Arte Antica
-Cremona, Museo Civico Ala Ponzone
Cremona, Museo Civico Ala Ponzone",,,,"M4, 41; AP30, 158-161; AM21, 348-349"
149,Scultore lombardo,,,"Scuola italiana, scuola lombarda",,Bernardino Bocoli; Giovanni Pietro da Rho,http://vocab.getty.edu/page/ulan/500292676; http://vocab.getty.edu/page/ulan/500120142,,,Bibliografia (M4),fregio,serie,rilievo,Tritoni con vaso e tondo alato,,terracotta a stampo,,Il fregio mostra due ignudi fantastici aventi il corpo terminante in fogliame e affiancati da un vaso e un'insegna composta da un tondo con ali laterali,da verificare,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,O,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Cattedrale,Camposanto dei Canonici (sedes Minervae),1930,,1487,1500,"Alfredo Puerari ha riferito questo rilievo seriale a un maestro prossimo agli scultori che realizzarono la Porta Stanga. Il fregio ornava un loggiato (edificato a partire dal 1487) definito sedes Minervae e addossato al Duomo di Cremona. La costruzione, riscoperta nel 1913 fu ben presto demolita e le terrecotte finirono al Museo Civico Ala Ponzone. Presso la stessa istituzione si conserva anche una delle matrici utilizzata per gli stampi (con alcune varianti: un centauro invece di un tritone e una testa di cherubino al posto del cerchio alato). Altri rilievi della medesima serie si trovano a: -Milano, Museo d'Arte Antica 
-Crema, Museo Civico (lascito Terni de Gregory)
",,,,"M30, 342; M4, 40; AM 345-347"
150,Scultore lombardo,,,"Scuola italiana, scuola lombarda",,Bernardino Bocoli; Giovanni Pietro da Rho,http://vocab.getty.edu/page/ulan/500292676; http://vocab.getty.edu/page/ulan/500120142,,,Bibliografia (M4),fregio,serie,rilievo,Cherubino con cornucopie,,terracotta a stampo,,Il fregio mostra una testa di cherubino con due cornucopie legate tra loro da elementi vegetali,cm 26x42,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,,,,,,,,,1480,1500,Alfredo Puerari ha riferito questo rilievo seriale a un maestro prossimo agli scultori che realizzarono la Porta Stanga. ,,,,"M4, 39-40"
151,Scultore lombardo,,,"Scuola italiana, scuola lombarda",,Bernardino Bocoli; Giovanni Pietro da Rho,http://vocab.getty.edu/page/ulan/500292676; http://vocab.getty.edu/page/ulan/500120142,,,Bibliografia (M4),formella architettonica,serie,rilievo,Sremma della famiglia Pozzi,,,,Il fregio mostra due draghi affrontati che si abbeverano ad un pozzo,"cm 22,5x27",CR,Cremona,https://www.geonames.org/3177838/cremona.html,Museo Civico Ala Ponzone,,O,CR,Cremona,https://www.geonames.org/3177838/cremona.html,San Francesco,,,,1480,1500,"Alfredo Puerari ha riferito questo rilievo seriale a un maestro prossimo agli scultori che realizzarono la Porta Stanga per la somiglianza del motivo del drago. La formella, che costituisce l'arme dei Pozzi, proviene dalla soppressa chiesa di San Francesco dove quella stirpe aveva la tomba di famiglia",Il rilievo ha perduto la parte inferiore di sinistra,,,M4 39
